rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,distance_type
INDORES14DEL02 ,23.0,5.0,22.761593,75.886362,22.891593,76.016362,2022-04-02,windy,low,2,meal,motorcycle,1.0,no,urban,13,INDO,2,4,saturday,1,5.0,23.0,night,19.658727827948923,very_long
COIMBRES17DEL02 ,22.0,4.6,11.026117,76.944652,11.046117,76.964652,2022-03-21,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,16,COIMB,21,3,monday,0,10.0,8.0,morning,3.116121839413475,short
CHENRES08DEL01 ,34.0,3.7,13.022394,80.242439,13.092394,80.312439,2022-04-06,sandstorms,medium,1,drinks,scooter,0.0,no,metropolitian,34,CHEN,6,4,wednesday,0,15.0,19.0,evening,10.866360907886408,long
HYDRES16DEL03 ,36.0,4.8,17.440827,78.393391,17.500827,78.453391,2022-04-01,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,27,HYD,1,4,friday,0,15.0,17.0,afternoon,9.22014751541987,medium
VADRES05DEL02 ,39.0,4.6,22.310526,73.170937,22.390526,73.250937,2022-03-12,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,26,VAD,12,3,saturday,1,15.0,21.0,night,12.116939023592712,long
INDORES17DEL02 ,,,22.761226,75.887522,22.781226,75.907522,2022-03-01,,,3,meal,bicycle,1.0,no,metropolitian,24,INDO,1,3,tuesday,0,,,,3.024984591596264,short
MYSRES05DEL01 ,33.0,4.6,12.323978,76.627961,12.433978,76.737961,2022-04-04,cloudy,jam,2,drinks,motorcycle,2.0,no,metropolitian,42,MYS,4,4,monday,0,15.0,19.0,evening,17.097972861362276,very_long
MUMRES15DEL03 ,20.0,4.7,19.176269,72.836721,19.236269,72.896721,2022-03-26,cloudy,medium,2,snack,scooter,1.0,no,urban,12,MUM,26,3,saturday,1,15.0,17.0,afternoon,9.176379825815138,medium
ALHRES06DEL03 ,,,,,,,2022-02-17,fog,low,0,meal,motorcycle,0.0,no,metropolitian,21,ALH,17,2,thursday,0,,,,,
RANCHIRES06DEL01 ,38.0,4.9,23.357804,85.325146,23.367804,85.335146,2022-03-11,sandstorms,low,2,meal,motorcycle,1.0,no,metropolitian,23,RANCHI,11,3,friday,0,15.0,10.0,morning,1.5094466586405106,short
BANGRES05DEL01 ,20.0,4.7,12.970324,77.645748,12.980324,77.655748,2022-03-19,stormy,low,2,drinks,electric_scooter,1.0,no,urban,10,BANG,19,3,saturday,1,10.0,9.0,morning,1.5525876685610625,short
INDORES19DEL01 ,20.0,4.0,22.745536,75.893106,22.755536,75.903106,2022-03-30,cloudy,high,1,buffet,scooter,1.0,no,metropolitian,32,INDO,30,3,wednesday,0,15.0,12.0,morning,1.5125976112065025,short
SURRES03DEL03 ,33.0,4.7,21.186884,72.793616,21.216884,72.823616,2022-03-13,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,30,SUR,13,3,sunday,1,5.0,20.0,evening,4.560734055769101,short
COIMBRES010DEL03 ,39.0,4.1,11.003008,76.97544,11.093008,77.06544,2022-03-18,stormy,jam,0,meal,motorcycle,0.0,no,metropolitian,42,COIMB,18,3,friday,0,10.0,21.0,night,14.022268860182423,long
DEHRES11DEL03 ,34.0,4.4,,,,,2022-02-11,windy,jam,2,snack,scooter,1.0,no,metropolitian,33,DEH,11,2,friday,0,5.0,19.0,evening,,
LUDHRES010DEL01 ,39.0,4.2,30.89286,75.822199,30.90286,75.832199,2022-02-15,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,25,LUDH,15,2,tuesday,0,15.0,9.0,morning,1.4652050018990022,short
COIMBRES09DEL02 ,34.0,4.7,11.008638,76.984311,11.028638,77.004311,2022-04-03,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,COIMB,3,4,sunday,1,10.0,11.0,morning,3.116212741612218,short
RANCHIRES06DEL01 ,36.0,4.7,23.357804,85.325146,23.467804,85.435146,2022-03-10,sunny,medium,0,drinks,motorcycle,2.0,no,metropolitian,38,RANCHI,10,3,thursday,0,5.0,18.0,evening,16.601046189403377,very_long
KOCRES20DEL01 ,25.0,4.8,9.979186,76.317361,10.089186,76.427361,2022-02-18,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,44,KOC,18,2,friday,0,15.0,21.0,night,17.16608500785791,very_long
CHENRES01DEL02 ,30.0,4.9,13.005801,80.250744,13.085801,80.330744,2022-03-12,stormy,jam,0,meal,motorcycle,1.0,yes,metropolitian,40,CHEN,12,3,saturday,1,5.0,21.0,night,12.418981672303648,long
JAPRES14DEL01 ,25.0,4.6,26.88842,75.800689,26.99842,75.910689,2022-03-02,windy,jam,0,snack,motorcycle,0.0,no,metropolitian,28,JAP,2,3,wednesday,0,5.0,19.0,evening,16.38598063528554,very_long
JAPRES19DEL03 ,33.0,5.0,26.913726,75.75282,27.003726,75.842821,2022-03-08,sunny,jam,2,buffet,scooter,0.0,no,urban,17,JAP,8,3,tuesday,0,15.0,20.0,evening,13.405971717381743,long
MUMRES15DEL01 ,26.0,4.6,19.176269,72.836721,19.246269,72.906721,2022-03-23,windy,medium,1,drinks,scooter,1.0,no,urban,20,MUM,23,3,wednesday,0,10.0,18.0,evening,10.705622903496973,long
BANGRES12DEL02 ,30.0,4.2,12.939496,77.625999,13.069496,77.755999,2022-03-27,sandstorms,medium,0,buffet,motorcycle,1.0,no,metropolitian,35,BANG,27,3,sunday,1,10.0,18.0,evening,20.182482607604513,very_long
HYDRES11DEL03 ,32.0,4.5,17.430448,78.418213,17.520448,78.508213,2022-04-04,sunny,jam,2,snack,motorcycle,1.0,no,urban,19,HYD,4,4,monday,0,10.0,20.0,evening,13.830053479838845,long
CHENRES08DEL02 ,28.0,4.6,13.022394,80.242439,13.102394,80.322439,2022-04-02,windy,jam,2,drinks,scooter,1.0,no,urban,16,CHEN,2,4,saturday,1,5.0,20.0,evening,12.418575637818037,long
COIMBRES07DEL02 ,23.0,5.0,10.96185,76.971082,11.01185,77.021082,2022-03-26,sunny,low,2,meal,scooter,1.0,no,urban,24,COIMB,26,3,saturday,1,10.0,22.0,night,7.79094413843958,medium
SURRES17DEL03 ,25.0,4.6,21.149569,72.772697,21.179569,72.802697,2022-03-19,cloudy,low,2,meal,motorcycle,0.0,no,metropolitian,18,SUR,19,3,saturday,1,10.0,23.0,night,4.561269432005461,short
SURRES16DEL03 ,35.0,4.9,21.160437,72.774209,21.190437,72.804209,2022-03-09,windy,low,2,snack,scooter,0.0,no,urban,27,SUR,9,3,wednesday,0,15.0,23.0,night,4.561113588992224,short
INDORES09DEL01 ,32.0,4.8,22.725835,75.887648,22.835835,75.997648,2022-03-23,sunny,jam,1,snack,scooter,1.0,no,urban,25,INDO,23,3,wednesday,0,10.0,21.0,night,16.636875038860897,very_long
BANGRES12DEL03 ,35.0,4.8,12.939496,77.625999,13.029496,77.715999,2022-03-29,fog,jam,2,meal,electric_scooter,2.0,no,metropolitian,40,BANG,29,3,tuesday,0,5.0,21.0,night,13.973037056670602,long
SURRES12DEL01 ,35.0,4.1,21.183434,72.814492,21.293434,72.924492,2022-03-31,cloudy,medium,1,meal,scooter,1.0,no,metropolitian,38,SUR,31,3,thursday,0,10.0,18.0,evening,16.72076404537099,very_long
JAPRES12DEL01 ,29.0,4.9,26.902908,75.792934,26.942908,75.832934,2022-04-03,sunny,high,1,meal,motorcycle,0.0,no,urban,10,JAP,3,4,sunday,1,5.0,13.0,afternoon,5.959019072169318,medium
MYSRES01DEL02 ,22.0,4.9,12.311072,76.654878,12.361072,76.704878,2022-03-07,sunny,low,2,drinks,motorcycle,1.0,no,metropolitian,23,MYS,7,3,monday,0,15.0,22.0,night,7.772429015118234,medium
CHENRES13DEL03 ,22.0,4.2,13.027018,80.254791,13.057018,80.284791,2022-03-01,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,26,CHEN,1,3,tuesday,0,5.0,23.0,night,4.657153007152837,short
VADRES02DEL03 ,23.0,4.8,,,,,2022-03-02,sandstorms,jam,2,buffet,scooter,0.0,no,urban,24,VAD,2,3,wednesday,0,5.0,19.0,evening,,
BANGRES13DEL03 ,,,12.935662,77.61413,13.025662,77.70413,2022-04-02,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,29,BANG,2,4,saturday,1,,,,13.973142050149699,long
DEHRES11DEL03 ,25.0,4.7,,,,,2022-02-13,fog,medium,1,meal,scooter,0.0,no,metropolitian,14,DEH,13,2,sunday,1,15.0,19.0,evening,,
INDORES18DEL02 ,37.0,4.5,22.753839,75.897429,22.773839,75.917429,2022-03-15,windy,low,1,buffet,scooter,1.0,no,,24,INDO,15,3,tuesday,0,10.0,10.0,morning,3.0250598092773755,short
BANGRES14DEL02 ,20.0,4.8,12.949934,77.699386,12.969934,77.719386,2022-03-24,cloudy,low,0,buffet,motorcycle,0.0,no,urban,21,BANG,24,3,thursday,0,10.0,9.0,morning,3.105268883133742,short
COIMBRES04DEL02 ,30.0,4.4,11.024839,77.007003,11.104839,77.087003,2022-03-10,fog,low,1,drinks,scooter,0.0,no,metropolitian,33,COIMB,10,3,thursday,0,15.0,23.0,night,12.463888116757749,long
VADRES11DEL03 ,28.0,4.9,22.308096,73.167753,22.338096,73.197753,2022-03-21,sandstorms,medium,2,drinks,electric_scooter,1.0,no,urban,27,VAD,21,3,monday,0,15.0,17.0,afternoon,4.544264509631538,short
SURRES01DEL01 ,36.0,4.6,21.186438,72.794115,21.256438,72.864115,2022-04-02,sandstorms,low,1,snack,scooter,0.0,no,metropolitian,19,SUR,2,4,saturday,1,5.0,22.0,night,10.641057010178418,long
RANCHIRES010DEL02 ,,,23.354422,85.3329,23.374422,85.3529,2022-03-13,stormy,low,2,buffet,motorcycle,1.0,no,metropolitian,23,RANCHI,13,3,sunday,1,,,,3.0188764660307563,short
RANCHIRES01DEL03 ,32.0,5.0,23.416792,85.316842,23.476792,85.376842,2022-04-03,sunny,low,2,snack,motorcycle,1.0,no,metropolitian,18,RANCHI,3,4,sunday,1,15.0,23.0,night,9.054052950169497,medium
MYSRES19DEL02 ,35.0,4.5,12.334022,76.618203,12.384022,76.668203,2022-03-05,cloudy,low,1,snack,scooter,1.0,no,metropolitian,15,MYS,5,3,saturday,1,10.0,23.0,night,7.7720962407184935,medium
CHENRES05DEL02 ,33.0,4.9,13.058616,80.264151,13.188616,80.394151,2022-03-25,fog,jam,2,meal,motorcycle,1.0,yes,metropolitian,47,CHEN,25,3,friday,0,10.0,19.0,evening,20.177742451194362,very_long
PUNERES12DEL03 ,,,18.520016,73.830547,18.580016,73.890547,2022-03-07,stormy,jam,1,buffet,motorcycle,1.0,no,metropolitian,34,PUNE,7,3,monday,0,,,,9.193373039577208,medium
BANGRES010DEL01 ,27.0,4.1,12.933298,77.614293,12.973298,77.654293,2022-03-09,sunny,high,0,meal,motorcycle,3.0,no,semi-urban,54,BANG,9,3,wednesday,0,5.0,13.0,afternoon,6.210618323092562,medium
MYSRES16DEL01 ,29.0,4.6,12.316967,76.603067,12.356967,76.643067,2022-04-01,sunny,medium,1,drinks,motorcycle,0.0,no,urban,11,MYS,1,4,friday,0,15.0,15.0,afternoon,6.2179328802641525,medium
JAPRES01DEL03 ,26.0,4.6,26.90519,75.810753,26.96519,75.870753,2022-03-19,cloudy,low,1,drinks,motorcycle,0.0,no,urban,13,JAP,19,3,saturday,1,15.0,23.0,night,8.938097379311301,medium
MYSRES01DEL03 ,25.0,4.7,12.311072,76.654878,12.401072,76.744878,2022-03-25,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,33,MYS,25,3,friday,0,15.0,21.0,night,13.98984971037147,long
CHENRES15DEL01 ,36.0,4.8,13.026286,80.275235,13.066286,80.315235,2022-03-30,sunny,high,0,drinks,motorcycle,0.0,no,metropolitian,21,CHEN,30,3,wednesday,0,10.0,13.0,afternoon,6.209485128886319,medium
COIMBRES11DEL03 ,31.0,4.8,11.001753,76.986241,11.091753,77.076241,2022-03-31,sunny,jam,0,meal,motorcycle,2.0,no,metropolitian,39,COIMB,31,3,thursday,0,10.0,20.0,evening,14.022298282479131,long
DEHRES03DEL01 ,25.0,5.0,30.335259,78.053162,30.375259,78.093162,2022-02-11,windy,medium,0,buffet,motorcycle,1.0,no,urban,13,DEH,11,2,friday,0,15.0,15.0,afternoon,5.874816158028467,medium
BANGRES16DEL02 ,34.0,4.6,13.029198,77.570997,13.079198,77.620997,2022-03-11,fog,medium,2,meal,motorcycle,0.0,no,urban,17,BANG,11,3,friday,0,15.0,18.0,evening,7.761735387691425,medium
MYSRES20DEL02 ,24.0,4.3,12.337978,76.616792,12.357978,76.636792,2022-03-07,sandstorms,low,0,meal,motorcycle,1.0,no,urban,22,MYS,7,3,monday,0,15.0,10.0,morning,3.108902629159348,short
INDORES16DEL02 ,38.0,4.9,22.744648,75.894377,22.764648,75.914377,2022-03-24,cloudy,high,2,buffet,scooter,1.0,no,urban,38,INDO,24,3,thursday,0,15.0,11.0,morning,3.0251533668867396,short
RANCHIRES05DEL01 ,21.0,4.7,23.355164,85.324097,23.365164,85.334097,2022-04-05,fog,low,0,meal,motorcycle,1.0,no,metropolitian,18,RANCHI,5,4,tuesday,0,10.0,10.0,morning,1.509460397835505,short
SURRES02DEL03 ,24.0,4.5,21.186608,72.794136,21.246608,72.854136,2022-03-09,windy,medium,2,meal,scooter,0.0,no,metropolitian,26,SUR,9,3,wednesday,0,15.0,18.0,evening,9.121044921629522,medium
PUNERES19DEL02 ,23.0,4.8,18.563934,73.915367,18.583935,73.935367,2022-04-05,cloudy,low,1,drinks,motorcycle,0.0,no,metropolitian,11,PUNE,5,4,tuesday,0,15.0,8.0,morning,3.0643351463849164,short
ALHRES19DEL03 ,32.0,4.6,25.457116,81.859682,25.517116,81.919682,2022-02-11,sunny,medium,0,buffet,motorcycle,1.0,no,urban,22,ALH,11,2,friday,0,5.0,17.0,afternoon,8.987828354729745,medium
LUDHRES13DEL01 ,23.0,4.9,30.893234,75.82172,30.963234,75.89172,2022-02-16,windy,jam,0,drinks,motorcycle,1.0,no,urban,28,LUDH,16,2,wednesday,0,5.0,21.0,night,10.255054073729376,long
AURGRES15DEL02 ,36.0,4.1,19.878028,75.317475,19.958028,75.397475,2022-02-18,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,39,AURG,18,2,friday,0,5.0,22.0,night,12.209798594600825,long
MYSRES19DEL01 ,39.0,4.2,12.334022,76.618203,12.444022,76.728203,2022-03-31,cloudy,low,2,buffet,electric_scooter,0.0,no,metropolitian,33,MYS,31,3,thursday,0,5.0,22.0,night,17.097651549864548,very_long
VADRES15DEL02 ,26.0,4.6,,,,,2022-03-07,fog,high,2,meal,electric_scooter,1.0,no,metropolitian,30,VAD,7,3,monday,0,10.0,11.0,morning,,
RANCHIRES13DEL03 ,30.0,4.1,23.374989,85.335486,23.404989,85.365486,2022-03-17,fog,jam,0,drinks,motorcycle,1.0,no,metropolitian,31,RANCHI,17,3,thursday,0,5.0,19.0,evening,4.527915278149081,short
AURGRES05DEL02 ,34.0,4.6,19.875522,75.367127,19.955522,75.447127,2022-02-18,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,49,AURG,18,2,friday,0,10.0,17.0,afternoon,12.20988938248318,long
CHENRES03DEL02 ,37.0,4.9,13.091809,80.219104,13.111809,80.239104,2022-03-07,sunny,low,2,drinks,scooter,0.0,no,metropolitian,12,CHEN,7,3,monday,0,15.0,9.0,morning,3.104402431477901,short
BANGRES13DEL01 ,30.0,4.5,12.935662,77.61413,12.945662,77.62413,2022-03-09,cloudy,high,0,meal,motorcycle,1.0,no,urban,29,BANG,9,3,wednesday,0,5.0,11.0,morning,1.5526929456613006,short
BANGRES07DEL02 ,34.0,5.0,12.978453,77.643685,13.108453,77.773685,2022-03-06,cloudy,jam,1,drinks,motorcycle,0.0,no,metropolitian,45,BANG,6,3,sunday,1,15.0,21.0,night,20.18093693173923,very_long
RANCHIRES07DEL01 ,39.0,4.0,23.359407,85.325055,23.369407,85.335055,2022-03-19,fog,high,1,buffet,scooter,1.0,no,urban,31,RANCHI,19,3,saturday,1,10.0,11.0,morning,1.5094383155993516,short
JAPRES20DEL03 ,35.0,5.0,26.956431,75.776649,27.046431,75.866649,2022-03-18,windy,jam,2,drinks,electric_scooter,1.0,no,metropolitian,27,JAP,18,3,friday,0,10.0,19.0,evening,13.403654333869842,long
CHENRES18DEL02 ,36.0,4.2,12.981615,80.231598,13.031615,80.281598,2022-03-05,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,35,CHEN,5,3,saturday,1,5.0,19.0,evening,7.762461854550194,medium
VADRES12DEL02 ,24.0,4.8,,,,,2022-03-31,cloudy,low,1,meal,motorcycle,1.0,no,metropolitian,23,VAD,31,3,thursday,0,5.0,22.0,night,,
KNPRES17DEL03 ,35.0,4.4,26.483042,80.317833,26.543042,80.377833,2022-02-13,stormy,jam,0,snack,motorcycle,2.0,no,urban,37,KNP,13,2,sunday,1,10.0,19.0,evening,8.952822746669987,medium
INDORES06DEL02 ,31.0,4.6,22.728163,75.884212,22.778163,75.934212,2022-03-21,windy,jam,2,drinks,motorcycle,1.0,no,metropolitian,25,INDO,21,3,monday,0,15.0,19.0,evening,7.562921044749782,medium
BANGRES08DEL02 ,27.0,4.6,12.906229,77.596791,12.956229,77.646791,2022-03-07,windy,low,2,drinks,electric_scooter,1.0,no,urban,19,BANG,7,3,monday,0,5.0,22.0,night,7.763607607839511,medium
BANGRES17DEL01 ,32.0,5.0,12.972532,77.608179,13.012532,77.648179,2022-03-30,windy,high,1,buffet,scooter,1.0,no,metropolitian,27,BANG,30,3,wednesday,0,15.0,14.0,afternoon,6.210141144622586,medium
KNPRES07DEL03 ,27.0,4.7,26.472001,80.354002,26.562001,80.444002,2022-02-14,sunny,jam,2,snack,scooter,0.0,no,metropolitian,12,KNP,14,2,monday,0,15.0,20.0,evening,13.429027601857161,long
BANGRES05DEL01 ,38.0,4.7,12.970324,77.645748,13.010324,77.685748,2022-04-01,cloudy,high,2,meal,scooter,0.0,no,metropolitian,29,BANG,1,4,friday,0,5.0,14.0,afternoon,6.210168035777162,medium
JAPRES16DEL01 ,35.0,4.3,26.849596,75.800512,26.919596,75.870512,2022-03-06,windy,medium,2,snack,scooter,0.0,no,metropolitian,37,JAP,6,3,sunday,1,5.0,18.0,evening,10.429850454296803,long
BANGRES13DEL01 ,23.0,4.7,12.935662,77.61413,12.975662,77.65413,2022-03-24,stormy,high,0,meal,motorcycle,0.0,no,metropolitian,19,BANG,24,3,thursday,0,15.0,14.0,afternoon,6.210589610314177,medium
SURRES17DEL01 ,33.0,4.3,21.149569,72.772697,21.159569,72.782697,2022-03-17,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,25,SUR,17,3,thursday,0,10.0,9.0,morning,1.5204709334108633,short
KNPRES010DEL01 ,24.0,4.7,26.47775,80.351569,26.51775,80.391569,2022-02-11,windy,high,0,meal,motorcycle,1.0,no,metropolitian,19,KNP,11,2,friday,0,15.0,12.0,morning,5.968901918017758,medium
JAPRES02DEL02 ,39.0,4.8,26.914142,75.805704,26.934142,75.825704,2022-04-01,fog,low,2,meal,scooter,1.0,no,urban,19,JAP,1,4,friday,0,10.0,8.0,morning,2.9794951426843785,short
RANCHIRES11DEL01 ,39.0,5.0,23.359194,85.325447,23.399194,85.365447,2022-03-11,fog,high,1,drinks,motorcycle,1.0,no,urban,29,RANCHI,11,3,friday,0,10.0,12.0,morning,6.03744523636816,medium
JAPRES05DEL01 ,37.0,4.5,26.905287,75.794592,26.945287,75.834592,2022-03-30,fog,medium,2,drinks,scooter,1.0,no,urban,17,JAP,30,3,wednesday,0,15.0,16.0,afternoon,5.958963420481106,medium
BANGRES07DEL02 ,24.0,4.5,12.978453,77.643685,13.028453,77.693685,2022-03-26,windy,medium,2,buffet,scooter,0.0,no,metropolitian,29,BANG,26,3,saturday,1,10.0,17.0,afternoon,7.762510040102141,medium
HYDRES02DEL02 ,28.0,5.0,17.41233,78.449654,17.43233,78.469654,2022-03-30,sunny,low,1,buffet,motorcycle,0.0,no,metropolitian,15,HYD,30,3,wednesday,0,5.0,8.0,morning,3.0737721530635387,short
MYSRES19DEL01 ,32.0,5.0,12.334022,76.618203,12.374022,76.658203,2022-03-19,windy,high,1,snack,scooter,1.0,no,metropolitian,31,MYS,19,3,saturday,1,5.0,14.0,afternoon,6.217735074214348,medium
AGRRES16DEL01 ,29.0,4.8,,,,,2022-02-16,sandstorms,jam,1,drinks,scooter,0.0,no,metropolitian,19,AGR,16,2,wednesday,0,5.0,20.0,evening,,
SURRES05DEL02 ,28.0,4.6,21.175104,72.804342,21.195104,72.824342,2022-03-01,cloudy,low,1,meal,scooter,1.0,no,urban,17,SUR,1,3,tuesday,0,5.0,10.0,morning,3.040649953439472,short
BANGRES09DEL02 ,37.0,4.7,12.934179,77.615797,12.954179,77.635797,2022-04-05,windy,low,1,meal,motorcycle,1.0,no,metropolitian,20,BANG,5,4,tuesday,0,5.0,10.0,morning,3.1053645449072986,short
GOARES04DEL03 ,21.0,4.9,15.5696,73.742294,15.6596,73.832294,2022-02-18,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,47,GOA,18,2,friday,0,10.0,22.0,night,13.894095776997974,long
COIMBRES17DEL03 ,36.0,4.4,11.026117,76.944652,11.116117,77.034652,2022-03-23,stormy,jam,0,snack,motorcycle,1.0,no,semi-urban,53,COIMB,23,3,wednesday,0,10.0,20.0,evening,14.021726512881596,long
INDORES08DEL01 ,26.0,4.5,22.725748,75.898497,22.835748,76.008497,2022-03-20,windy,jam,2,snack,motorcycle,0.0,no,metropolitian,24,INDO,20,3,sunday,1,15.0,20.0,evening,16.63687991359242,very_long
INDORES04DEL03 ,30.0,4.9,22.753659,75.903365,22.843659,75.993365,2022-03-20,fog,jam,1,snack,scooter,1.0,no,metropolitian,39,INDO,20,3,sunday,1,5.0,19.0,evening,13.61117180523985,long
MYSRES07DEL03 ,22.0,4.6,12.325461,76.632278,12.385461,76.692278,2022-03-07,cloudy,medium,0,meal,motorcycle,1.0,no,metropolitian,28,MYS,7,3,monday,0,5.0,18.0,evening,9.326577421221064,medium
CHENRES03DEL02 ,30.0,5.0,13.091809,80.219104,13.221809,80.349104,2022-03-16,sandstorms,low,2,buffet,scooter,1.0,no,urban,28,CHEN,16,3,wednesday,0,15.0,23.0,night,20.176414243687514,very_long
SURRES16DEL01 ,24.0,4.5,21.160437,72.774209,21.200437,72.814209,2022-03-07,windy,high,1,meal,scooter,0.0,no,urban,24,SUR,7,3,monday,0,5.0,12.0,morning,6.081389116676368,medium
MUMRES11DEL01 ,35.0,4.6,18.994237,72.825553,19.064237,72.895553,2022-03-02,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,45,MUM,2,3,wednesday,0,10.0,21.0,night,10.711185800959656,long
MYSRES04DEL01 ,37.0,4.9,12.3085,76.665808,12.3485,76.705808,2022-03-13,windy,high,1,buffet,scooter,1.0,no,metropolitian,31,MYS,13,3,sunday,1,15.0,13.0,afternoon,6.218030984114243,medium
INDORES18DEL02 ,32.0,4.6,22.753839,75.897429,22.803839,75.947429,2022-03-09,fog,jam,0,buffet,motorcycle,1.0,no,urban,30,INDO,9,3,wednesday,0,5.0,20.0,evening,7.562267471532845,medium
MUMRES09DEL01 ,27.0,4.6,18.994049,72.825203,19.034049,72.865203,2022-03-26,sandstorms,high,1,buffet,scooter,1.0,no,metropolitian,13,MUM,26,3,saturday,1,15.0,13.0,afternoon,6.120941769502898,medium
VADRES11DEL03 ,34.0,4.7,22.308096,73.167753,22.368096,73.227753,2022-03-07,sunny,low,1,snack,scooter,0.0,no,metropolitian,11,VAD,7,3,monday,0,5.0,23.0,night,9.088078142011637,medium
BANGRES05DEL03 ,22.0,4.7,12.970324,77.645748,13.060324,77.735748,2022-04-06,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,15,BANG,6,4,wednesday,0,10.0,21.0,night,13.972191759503005,long
MYSRES14DEL01 ,23.0,4.8,,,,,2022-03-13,windy,medium,1,snack,motorcycle,1.0,no,metropolitian,23,MYS,13,3,sunday,1,15.0,15.0,afternoon,,
MYSRES04DEL02 ,22.0,4.8,12.3085,76.665808,12.4385,76.795808,2022-03-10,stormy,jam,1,snack,scooter,0.0,no,metropolitian,15,MYS,10,3,thursday,0,10.0,20.0,evening,20.206901465513607,very_long
GOARES14DEL01 ,28.0,4.8,15.157944,73.950889,15.267944,74.060889,2022-02-18,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,27,GOA,18,2,friday,0,15.0,17.0,afternoon,16.997489196413316,very_long
JAPRES19DEL01 ,25.0,4.7,26.913726,75.75282,26.923726,75.762821,2022-03-01,stormy,low,2,snack,motorcycle,1.0,no,urban,11,JAP,1,3,tuesday,0,5.0,8.0,morning,1.4898452333109367,short
HYDRES01DEL01 ,30.0,4.8,17.410371,78.437225,17.480371,78.507225,2022-04-02,stormy,jam,0,snack,motorcycle,2.0,no,semi-urban,47,HYD,2,4,saturday,1,5.0,20.0,evening,10.75755477315807,long
KOLRES02DEL01 ,30.0,4.4,22.514585,88.39331,22.624585,88.50331,2022-02-14,sandstorms,jam,1,buffet,motorcycle,1.0,no,metropolitian,34,KOL,14,2,monday,0,5.0,21.0,night,16.648664613481703,very_long
COIMBRES06DEL02 ,36.0,4.7,11.021278,76.995017,11.041278,77.015017,2022-03-15,sandstorms,low,2,drinks,scooter,1.0,no,metropolitian,21,COIMB,15,3,tuesday,0,10.0,8.0,morning,3.1161470193369545,short
MYSRES14DEL02 ,20.0,4.9,,,,,2022-03-04,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,17,MYS,4,3,friday,0,5.0,22.0,night,,
MUMRES20DEL02 ,25.0,4.9,19.103249,72.846749,19.153249,72.896749,2022-03-21,sunny,medium,0,meal,motorcycle,0.0,no,metropolitian,19,MUM,21,3,monday,0,15.0,19.0,evening,7.648690101362526,medium
INDORES19DEL01 ,24.0,4.7,22.745536,75.893106,22.785536,75.933106,2022-03-17,fog,medium,2,meal,scooter,1.0,no,metropolitian,15,INDO,17,3,thursday,0,5.0,15.0,afternoon,6.050084991996258,medium
INDORES09DEL03 ,33.0,5.0,22.725835,75.887648,22.815835,75.977648,2022-03-16,windy,low,2,buffet,scooter,1.0,no,metropolitian,22,INDO,16,3,wednesday,0,5.0,23.0,night,13.612447554496786,long
ALHRES08DEL01 ,36.0,5.0,25.450329,81.834279,25.520329,81.904279,2022-02-16,fog,medium,0,buffet,motorcycle,0.0,no,metropolitian,47,ALH,16,2,wednesday,0,10.0,19.0,evening,10.485869597395448,long
MUMRES16DEL03 ,37.0,5.0,19.120083,72.907385,19.210083,72.997385,2022-03-31,cloudy,jam,1,buffet,scooter,0.0,no,metropolitian,49,MUM,31,3,thursday,0,10.0,19.0,evening,13.766192440641818,long
COIMBRES17DEL03 ,31.0,4.9,11.026117,76.944652,11.086117,77.004652,2022-03-15,fog,jam,2,snack,motorcycle,,no,metropolitian,38,COIMB,15,3,tuesday,0,10.0,22.0,night,9.348052751110616,medium
HYDRES18DEL01 ,21.0,4.6,17.450851,78.379347,17.520851,78.449347,2022-03-18,fog,jam,1,meal,motorcycle,1.0,no,metropolitian,33,HYD,18,3,friday,0,15.0,19.0,evening,10.756415548797705,long
COIMBRES03DEL03 ,32.0,4.6,11.025083,77.015393,11.055083,77.045393,2022-03-01,sandstorms,medium,0,drinks,motorcycle,1.0,no,urban,27,COIMB,1,3,tuesday,0,15.0,18.0,evening,4.6741517745550425,short
